Aspects,Key Area,,No,Requirement,Keterangan ,Sample
,,,4,Memiliki kriteria SLA penanganan incident,"Harus memiliki kriteria SLA penanganan incident yang mencakup target waktu resolusi, eskalasi, dan penanganan incident sesuai dengan severity yang telah ditetapkan. Kriteria SLA ini memastikan bahwa tim IT dapat merespons dan menangani incident sesuai dengan tingkat kepentingan dan dampaknya terhadap layanan, serta memenuhi ekspektasi pengguna terhadap layanan yang diberikan.","- Dokumentasi SLA (Service Level Agreement): Dokumen yang menjelaskan kriteria dan standar waktu penanganan incident yang telah disepakati.
- Prosedur Penanganan Incident Berdasarkan SLA: Dokumen yang menjelaskan langkah-langkah dan prosedur yang harus diikuti dalam menangani incident sesuai dengan SLA yang telah ditetapkan."
,P4.6 Problem Management,,1,Memiliki forum koordinasi periodik untuk monitoring dan tindaklanjut dari problem yang terjadi,"Harus memiliki forum koordinasi periodik untuk monitoring dan tindaklanjut dari problem yang terjadi. Forum ini bertujuan untuk memastikan bahwa setiap problem ditangani dengan cepat dan efektif, serta mencegah terulangnya problem yang sama di masa mendatang.","- Jadwal Forum Koordinasi: Dokumen yang menunjukkan jadwal rutin untuk forum koordinasi, termasuk tanggal dan waktu pelaksanaan.
- Notulen Rapat: Catatan yang mencatat setiap diskusi dan keputusan yang diambil selama forum koordinasi, termasuk detail problem yang dibahas dan tindak lanjut yang direncanakan.
- Rencana Tindak Lanjut: Dokumen yang mencatat rencana tindakan yang akan diambil untuk menyelesaikan problem yang diidentifikasi dalam forum koordinasi."
,P4.7 Infrastructure Deployment Readiness,,1,Memiliki forum/tools mingguan untuk mereview rencana perubahan termasuk risk impact sebelum pelaksanaan change request deployment di infrastructure (operational / new project),Harus memiliki forum/tools mingguan untuk mereview rencana perubahan termasuk risk impact sebelum pelaksanaan change request deployment di infrastructure (operational / new project). Forum/tools ini memastikan bahwa setiap perubahan diinfrastructure telah direview dan disetujui oleh pihak yang berwenang sebelum diimplementasikan.,"- Jadwal Forum Mingguan: Dokumen yang menunjukkan jadwal rutin untuk forum mingguan, termasuk tanggal dan waktu pelaksanaan.
- Notulen Rapat: Catatan yang mencatat setiap diskusi dan keputusan yang diambil selama forum mingguan, termasuk detail rencana perubahan dan analisis dampak risiko.
- Rencana Perubahan: Dokumen yang mencatat rencana perubahan yang akan dibahas dalam forum mingguan, termasuk deskripsi perubahan, tujuan, dan langkah-langkah yang akan diambil."
,,,2,Memiliki checklist deployment utk memastikan kesiapan infrastruktur untuk siap beroperasional dan mitigasi risiko menghadapi problem,Harus memiliki checklist deployment untuk memastikan kesiapan infrastruktur untuk siap beroperasional dan mitigasi risiko menghadapi problem. Checklist ini memastikan bahwa setiap deployment telah memenuhi standar kesiapan dan keamanan yang telah ditetapkan sebelum diimplementasikan.,"- Checklist Deployment: Dokumen yang berisi daftar periksa yang digunakan untuk memastikan semua aspek kesiapan infrastruktur telah diperiksa sebelum deployment.
- Rencana Mitigasi Risiko: Dokumen yang mencatat rencana tindakan yang akan diambil untuk mengurangi atau mengatasi risiko yang diidentifikasi."
,P4.8 Preventive Maintenance,,1,Melakukan housekeeping sistem secara berkala,"Harus melakukan housekeeping sistem secara berkala untuk membersihkan, mengoptimalkan, dan memperbarui sistem. Housekeeping ini memastikan bahwa sistem berjalan dengan optimal, performa terjaga, dan risiko kegagalan atau permasalahan dapat diminimalkan.","- Jadwal Housekeeping Sistem: Dokumen yang menunjukkan jadwal rutin untuk kegiatan housekeeping, termasuk tanggal dan waktu pelaksanaan.
- Dokumentasi Prosedur Housekeeping: Dokumen yang menjelaskan prosedur dan langkah-langkah yang harus diikuti selama kegiatan housekeeping.
- Laporan Pelaksanaan Housekeeping: Laporan yang mencatat setiap kegiatan housekeeping yang telah dilakukan, termasuk detail tugas yang dilakukan, waktu pelaksanaan, dan hasil yang dicapai."
,,,2,Melakukan review design & arsitektur sistem secara berkala (tuning & optimalisasi performance),"Harus melakukan review design dan arsitektur sistem secara berkala untuk tuning dan optimalisasi performance. Review ini memastikan bahwa sistem berjalan dengan performa yang optimal, ketersediaan layanan terjaga, dan keamanan sistem terjamin.","- Jadwal Review Design dan Arsitektur: Dokumen yang menunjukkan jadwal rutin untuk kegiatan review design dan arsitektur, termasuk tanggal dan waktu pelaksanaan.
- Dokumentasi Perubahan Design dan Arsitektur: Dokumen yang mencatat setiap perubahan yang dilakukan pada design dan arsitektur sistem selama kegiatan review, termasuk pembaruan dan optimasi. 
- Analisis Kinerja Sistem: Dokumen yang berisi analisis kinerja sistem sebelum dan sesudah kegiatan review untuk memantau perubahan dan perbaikan yang terjadi."
,,,3,Melakukan kontrol terhadap capacity planning secara berkala,Harus melakukan kontrol terhadap capacity planning secara berkala untuk memastikan bahwa kapasitas sistem memenuhi kebutuhan dan performa layanan terjaga. Kontrol ini memungkinkan tim IT untuk mengidentifikasi kebutuhan kapasitas yang diperlukan dan mengambil tindakan yang diperlukan untuk menjaga performa sistem.,"- Jadwal Kontrol Capacity Planning: Dokumen yang menunjukkan jadwal rutin untuk kegiatan kontrol capacity planning, termasuk tanggal dan waktu pelaksanaan.
- Laporan Pelaksanaan Kontrol: Laporan yang mencatat setiap kegiatan kontrol capacity planning yang telah dilakukan, termasuk detail tugas yang dilakukan, waktu pelaksanaan, dan hasil yang dicapai.
- Dokumentasi Prosedur Kontrol: Dokumen yang menjelaskan prosedur dan langkah-langkah yang harus diikuti selama kegiatan kontrol capacity planning."
,,,4,"Melakukan update / upgrade OS, database atau aplikasi sesuai dengan hasil laporan preventive maintenance","Harus melakukan update atau upgrade OS, database, atau aplikasi sesuai dengan hasil laporan preventive maintenance. Update atau upgrade ini memastikan bahwa sistem terbaru dan teraman, performa terjaga, dan keamanan sistem terjamin.","- Jadwal Update atau Upgrade: Dokumen yang menunjukkan jadwal rutin untuk kegiatan update atau upgrade, termasuk tanggal dan waktu pelaksanaan.
- Laporan Pelaksanaan Update atau Upgrade: Laporan yang mencatat setiap kegiatan update atau upgrade yang telah dilakukan, termasuk detail tugas yang dilakukan, waktu pelaksanaan, dan hasil yang dicapai.
- Dokumentasi Prosedur Update atau Upgrade: Dokumen yang menjelaskan prosedur dan langkah-langkah yang harus diikuti selama kegiatan update atau upgrade."
,P4.9 IT Service Management Tools,,1,Memiliki modul Incident yang terdapat di ITSM,"Harus memiliki modul Incident yang terdapat di ITSM untuk mencakup proses penanganan incident, eskalasi, dan resolusi incident. Modul ini memungkinkan tim IT untuk melacak dan mengelola incident dengan efektif, serta memastikan bahwa setiap incident ditangani sesuai dengan prosedur yang telah ditetapkan.","- Dokumentasi Modul Incident: Dokumen yang menjelaskan fungsi dan fitur dari modul Incident di ITSM.
- Prosedur Penanganan Incident: Dokumen yang menjelaskan langkah-langkah dan prosedur yang harus diikuti dalam menangani incident menggunakan modul Incident.
- Laporan Incident: Laporan yang mencatat setiap incident yang terjadi, termasuk detail incident, waktu kejadian, tindakan yang diambil, dan hasil penyelesaian."
,,,2,Memiliki modul Problem yang terdapat di ITSM ,"Harus memiliki modul Problem yang terdapat di ITSM untuk mencakup proses identifikasi, analisis, dan penyelesaian problem. Modul ini memungkinkan tim IT untuk mengelola problem dengan efektif, serta mencegah terulangnya problem yang sama di masa mendatang.","- Dokumentasi Modul Problem: Dokumen yang menjelaskan fungsi dan fitur dari modul Problem di ITSM.
- Prosedur Penanganan Problem: Dokumen yang menjelaskan langkah-langkah dan prosedur yang harus diikuti dalam menangani problem menggunakan modul Problem.
- Laporan Problem: Laporan yang mencatat setiap problem yang terjadi, termasuk detail problem, waktu kejadian, tindakan yang diambil, dan hasil penyelesaian."
,,,3,Memiliki modul Knowledge yang terdapat di ITSM ,"Harus memiliki modul Knowledge yang terdapat di ITSM untuk mencakup basis pengetahuan, best practice, dan solusi terhadap incident dan problem. Modul ini memungkinkan tim IT untuk berbagi informasi, pengalaman, dan solusi yang telah teruji, serta mempercepat resolusi incident dan problem.","- Dokumentasi Modul Knowledge: Dokumen yang menjelaskan fungsi dan fitur dari modul Knowledge di ITSM.
- Prosedur Pengelolaan Knowledge: Dokumen yang menjelaskan langkah-langkah dan prosedur yang harus diikuti dalam mengelola knowledge menggunakan modul Knowledge."
,,,4,Memiliki modul Change yang terdapat di ITSM ,"Harus memiliki modul Change yang terdapat di ITSM untuk mencakup proses perubahan, evaluasi risiko, dan implementasi perubahan. Modul ini memungkinkan tim IT untuk mengelola perubahan dengan efektif, serta memastikan bahwa setiap perubahan diinfrastructure telah direview dan disetujui sebelum diimplementasikan.","1. Change Management Policy: Dokumen yang menjelaskan kebijakan umum mengenai manajemen perubahan, termasuk tujuan, ruang lingkup, dan tanggung jawab tim terkait.
2. Change Request Form: Formulir yang digunakan untuk mengajukan perubahan, mencakup informasi detail tentang perubahan yang diusulkan, alasan, dampak yang diharapkan, dan waktu pelaksanaan.
3. Risk Assessment Template: Template yang digunakan untuk mengevaluasi risiko terkait dengan perubahan, termasuk identifikasi risiko, penilaian dampak, dan strategi mitigasi.
4. Change Evaluation Report: Laporan yang berisi hasil evaluasi perubahan yang diajukan, termasuk analisis dampak, rekomendasi, dan keputusan apakah perubahan tersebut disetujui atau ditolak.
5. Change Implementation Plan: Rencana yang menjelaskan langkah-langkah spesifik untuk mengimplementasikan perubahan yang disetujui, termasuk jadwal, sumber daya yang dibutuhkan, dan prosedur rollback jika diperlukan."
,,,5,Memiliki modul Asset & CMDB yang terdapat di ITSM ,"Harus memiliki modul Asset & CMDB yang terdapat di ITSM untuk mencakup proses manajemen asset, konfigurasi, dan hubungan antar asset. Modul ini memungkinkan tim IT untuk melacak, mengelola, dan memperbarui informasi asset dengan efektif, serta memastikan ketersediaan data yang akurat dan terkini.","1. Asset Management Policy: Dokumen yang menjelaskan kebijakan dan prosedur manajemen aset, termasuk tanggung jawab tim, kategori aset, dan siklus hidup aset.
2. CMDB Configuration Guidelines: Panduan yang menjelaskan bagaimana aset dan konfigurasi harus dicatat dan dikelola dalam CMDB, termasuk struktur data, atribut yang diperlukan, dan prosedur pemeliharaan.
3. Asset Inventory Report: Laporan yang mencantumkan semua aset yang terdaftar di CMDB, termasuk status, lokasi, dan informasi relevan lainnya untuk memastikan akurasi data.
4. Change Management Procedures: Dokumen yang mengatur bagaimana perubahan pada aset dan konfigurasi dicatat dan dikelola dalam CMDB, termasuk prosedur persetujuan dan komunikasi.
5. Audit and Compliance Records: Catatan audit dan kepatuhan yang menunjukkan bahwa proses manajemen aset dan pemeliharaan CMDB telah dilakukan sesuai dengan kebijakan dan prosedur yang ditetapkan."
,,,6,Memiliki konfigurasi Agreement (Service Level dan Operational Agreement),"Harus memiliki konfigurasi Agreement (Service Level dan Operational Agreement) yang terdapat di ITSM untuk mencakup kesepakatan layanan dan operasional yang telah disepakati. Konfigurasi Agreement ini memungkinkan tim IT untuk mengelola dan memantau kinerja layanan, serta memastikan bahwa ekspektasi pengguna terhadap layanan yang diberikan terpenuhi.","Dokumentasi mengenai: 
1. Service Level Agreement (SLA): Dokumen resmi yang mendefinisikan layanan yang disediakan, level kinerja yang diharapkan, dan metrik untuk mengukur keberhasilan layanan.
2. Service Catalog: Dokumen yang menjelaskan semua layanan yang ditawarkan oleh IT, termasuk deskripsi layanan, metrik SLA, dan informasi relevan lainnya untuk pengguna.
3. Monitoring and Reporting Procedures: Panduan yang menjelaskan bagaimana kinerja layanan akan dipantau dan dilaporkan, termasuk frekuensi dan format laporan, serta metrik yang akan digunakan.
4. Change Management Procedures: Dokumen yang mengatur bagaimana perubahan terhadap SLA, termasuk proses persetujuan dan komunikasi kepada pemangku kepentingan."
,,,7,Memiliki priority matrix saat membuat tiket,Harus memiliki priority matrix saat membuat tiket untuk memastikan bahwa setiap tiket yang dibuat memiliki tingkat prioritas yang sesuai dengan tingkat kepentingan dan dampaknya terhadap layanan. Priority matrix ini memungkinkan tim IT untuk mengajukan tiket dengan prioritas yang tepat dan memastikan bahwa tiket ditangani sesuai dengan tingkat kepentingan yang telah ditetapkan.,"Dokumentasi Mengenai:
1. Priority Matrix Documentation: Dokumen yang menjelaskan secara rinci tentang matriks prioritas, termasuk kategori, definisi, dan kriteria yang digunakan untuk menentukan prioritas tiket (misalnya, tinggi, sedang, rendah).
2. Incident Ticketing Process Guide: Panduan yang menjelaskan langkah-langkah dalam proses pembuatan tiket, termasuk cara menggunakan priority matrix untuk menetapkan prioritas yang sesuai.
3. Incident Response Policy: Kebijakan yang mengatur bagaimana tiket dengan prioritas berbeda ditangani, termasuk waktu respons yang diharapkan dan tindakan yang diambil untuk setiap tingkat prioritas.
4. Training Materials: Materi pelatihan untuk tim IT mengenai penggunaan priority matrix, termasuk contoh kasus dan latihan untuk membantu mereka memahami cara menetapkan prioritas yang tepat.
5. Audit Logs of Ticket Creation: Catatan audit yang menunjukkan tiket yang telah dibuat, termasuk prioritas yang ditetapkan dan alasan di balik keputusan tersebut, untuk memastikan bahwa proses pengaturan prioritas diikuti dengan benar."
,,,8,Memiliki kemampuan untuk merelasikan setiap ticket / knowledge base yang dimiliki,"Harus memiliki kemampuan untuk merelasikan setiap ticket / knowledge base yang dimiliki untuk memudahkan tim IT dalam mengidentifikasi, menganalisis, dan menyelesaikan incident dan problem. Kemampuan ini memungkinkan tim IT untuk mengakses informasi yang relevan dan terkait dengan kasus yang sedang ditangani, serta mempercepat resolusi incident dan problem.","Dokumentasi mengenai:
1. Knowledge Base Documentation: Dokumen yang berisi daftar lengkap artikel, panduan, dan solusi terkait insiden dan masalah yang sering terjadi, termasuk cara merelasikan informasi tersebut dengan tiket.
2. Ticket Management System Configuration: Konfigurasi sistem manajemen tiket yang menunjukkan bagaimana tiket dikategorikan, ditautkan, dan dikelola, termasuk pengaturan relasi antara tiket dan artikel di knowledge base.
3. Incident and Problem Management Process Flowchart: Diagram alir yang menggambarkan proses manajemen insiden dan masalah, termasuk langkah-langkah untuk merelasikan tiket dengan knowledge base.
4. User Access and Permissions Records: Catatan yang menunjukkan hak akses pengguna terhadap sistem manajemen tiket dan knowledge base, memastikan bahwa anggota tim IT dapat mengakses informasi yang diperlukan untuk menyelesaikan insiden.
5. Training Materials: Materi pelatihan yang mencakup prosedur untuk merelasikan tiket dengan knowledge base, termasuk panduan penggunaan sistem dan best practices dalam pengelolaan tiket dan informasi.
"
,,,9,"Memiliki kemampuan untuk eskalasi dari first layer ke X(second , third) layer","Harus memiliki kemampuan untuk eskalasi dari first layer ke X(second, third) layer untuk memastikan bahwa setiap incident atau problem yang kompleks atau tidak dapat ditangani oleh first layer dapat diarahkan ke tim yang lebih berpengalaman dan memiliki kemampuan yang sesuai. Kemampuan ini memungkinkan tim IT untuk merespons dengan cepat dan efektif dalam menangani kasus yang kompleks","Dokumentasi Mengenai
1. Escalation Policy Document: Dokumen yang menjelaskan kebijakan eskalasi, termasuk kriteria untuk menentukan kapan dan bagaimana eskalasi harus dilakukan dari first layer ke second atau third layer.
2. Incident Management Process Flowchart: Diagram alir yang menggambarkan proses manajemen insiden, termasuk alur eskalasi dan langkah-langkah yang harus diambil oleh tim di setiap level.
3. Roles and Responsibilities Matrix: Matriks yang mengidentifikasi peran dan tanggung jawab masing-masing level tim IT, termasuk kualifikasi dan keahlian yang diperlukan untuk menangani insiden yang lebih kompleks.
4. Training and Certification Records: Dokumen yang mencatat pelatihan dan sertifikasi yang dimiliki oleh anggota tim di setiap level, menunjukkan kemampuan dan keahlian mereka dalam menangani insiden.
5. Escalation Communication Guidelines: Pedoman komunikasi untuk eskalasi insiden, termasuk siapa yang harus dihubungi, format laporan eskalasi, dan waktu tanggap yang diharapkan."
,P4.10 SLA,,1,Memiliki standar minimal avalaibility berdasarkan kritikalitas aplikasi yang disepakati antara IT dan Unit Bisnis,"Harus memiliki standar minimal avalaibility berdasarkan kritikalitas aplikasi yang disepakati antara IT dan Unit Bisnis. Standar ini memastikan bahwa setiap aplikasi memiliki tingkat ketersediaan yang sesuai dengan kebutuhan dan ekspektasi pengguna, serta memenuhi kesepakatan yang telah ditetapkan.","Dokumentasi:
1. Availability Standards Document: Dokumen yang merinci standar minimal ketersediaan untuk setiap aplikasi, termasuk kategori kritikalitas dan tingkat ketersediaan yang disepakati.
2. Service Level Agreement (SLA): Kesepakatan tertulis antara IT dan unit bisnis yang menguraikan ekspektasi ketersediaan layanan dan metrik kinerja yang harus dicapai.
3. Risk Assessment Report: Laporan yang menganalisis risiko terkait dengan ketersediaan aplikasi, termasuk potensi dampak dari downtime dan langkah mitigasi yang diusulkan.
4. Meeting Minutes from Agreement Discussions: Catatan hasil diskusi antara IT dan unit bisnis yang mencakup kesepakatan mengenai standar ketersediaan dan justifikasi yang mendasarinya.
5. Monitoring and Reporting Procedure: Prosedur yang menjelaskan bagaimana ketersediaan aplikasi akan dipantau, dilaporkan, dan ditinjau secara berkala untuk memastikan kepatuhan terhadap standar yang telah ditetapkan."
,,,2,Memiliki forum dengan management dan bisnis terkait laporan SLA availability,"Harus memiliki forum dengan management dan bisnis terkait laporan SLA availability untuk memastikan bahwa ketersediaan layanan sesuai dengan standar yang telah ditetapkan. Forum ini memungkinkan tim IT untuk melaporkan dan memantau kinerja layanan, serta memastikan bahwa ekspektasi pengguna terhadap layanan yang diberikan terpenuhi.","Dokumentasi:
1. SLA Agreement Document: Dokumen yang menjelaskan standar ketersediaan layanan (SLA) yang telah disepakati, termasuk metrik dan target kinerja yang harus dicapai.
2. Forum Meeting Agenda: Rencana agenda pertemuan forum, mencakup topik yang akan dibahas, tujuan pertemuan, dan waktu serta tempat pelaksanaan.
3. Performance Report: Laporan kinerja layanan yang mencakup data dan analisis tentang ketersediaan layanan selama periode tertentu, serta perbandingan dengan target SLA.
4. Meeting Minutes: Catatan hasil pertemuan forum, termasuk diskusi, keputusan yang diambil, dan tindakan lanjutan yang diperlukan untuk meningkatkan ketersediaan layanan.
5. Action Plan Document: Dokumen yang merinci rencana tindakan yang harus diambil berdasarkan hasil forum, termasuk tanggung jawab dan tenggat waktu untuk setiap tindakan."
,P4.11 SPO / PTO,,1,Memiliki dokumen Petunjuk Teknis Operasional Pengelolaan Data Center (DC) & Disaster Recovery Center (DRC) (scope: IT IFS),"Harus memiliki dokumen Petunjuk Teknis Operasional Pengelolaan Data Center (DC) & Disaster Recovery Center (DRC) (scope: IT IFS) yang mencakup organisasi dan kewenangan, ketentuan umum, dan ketentuan pelaksanaan. Dokumen ini memastikan bahwa pengelolaan Data Center dan Disaster Recovery Center dilakukan sesuai dengan prosedur dan standar yang telah ditetapkan.",- Dokumen Petunjuk Teknis Operasional Pengelolaan Data Center (DC) & Disaster Recovery Center (DRC) (scope: IT IFS)
,,,2,Memiliki dokumen Petunjuk Teknis Operasional Pengelolaan Backup atau Restore dan Media Backup (scope: IT IFS),"Harus memiliki dokumen Petunjuk Teknis Operasional Pengelolaan Backup atau Restore dan Media Backup (scope: IT IFS) yang mencakup organisasi dan kewenangan, ketentuan umum, dan ketentuan pelaksanaan. Dokumen ini memastikan bahwa pengelolaan Backup atau Restore dan Media Backup dilakukan sesuai dengan prosedur dan standar yang telah ditetapkan.",- Dokumen Petunjuk Teknis Operasional Pengelolaan Backup atau Restore dan Media Backup (scope: IT IFS)
,,,3,Memiliki dokumen Petunjuk Teknis Operasional Manajemen Data (Scope: EDA untuk bankwide),,
,,,4,Memiliki dokumen Petunjuk Teknis Operasional Pengelolaan Jaringan Teknologi Informasi (scope: IT IFS),,
,,,5,Memiliki dokumen Petunjuk Teknis Operasional Domain & Server Management - (restatement) (Scope: CISO untuk bankwide),,
,,,6,Memiliki dokumen Petunjuk Teknis Operasional Endpoint (Scope: CISO untuk bankwide),,
,,,7,Memiliki dokumen Petunjuk Teknis Operasional Pengamanan Internet dan Email (Scope: CISO untuk bankwide),,
,,,8,Memiliki dokumen Petunjuk Teknis Operasional Infrastructure Changes (Scope: IT IFS untuk bankwide),,
,,,9,Memiliki dokumen Petunjuk Teknis Operasional Pemantauan Sistem Teknologi Informasi (scope: IT IFS),,
,,,10,Memiliki dokumen Petunjuk Teknis Operasional Pengelolaan Command Center (scope: IT IFS),,
,,,11,"Memiliki dokumen Petunjuk Teknis Operasional Service Request, Incident Management, dan Problem Management (Scope: IT STA untuk bankwide)",,
,,,12,Memiliki dokumen Petunjuk Teknis Operasional Business Continuity Management - Disaster Recovery Plan (Scope: BCM untuk bankwide),,
,,,13,Memiliki dokumen Petunjuk Teknis Operasional Pengelolaan Aset Teknologi Informasi (scope : IT STA untuk bankwide),,
,,,14,Memiliki dokumen Petunjuk Teknis Operasional Configuration Mangement Database (CMDB) (Scope: IT IFS),,
